Athlete,3rds; for time,EMOM for 10min | max SLR,15min AMRAP,,15min AMRAP,4rds; for time,5rds; for time (12min cap),15min AMRAP,12min cap,Knee Pain Relief,5rds; for time,14min AMRAP,4rds; for time,EMOM for 10min,12min AMRAP,,4rds; for time,15min AMRAP,12min AMRAP,6rds; for time,EMOM for 10min,,5rds; for time,10min AMRAP
,10 Single Leg Squats,5 Devils Press (40's/25's),5 Pull Ups (10/5),,10 Lunges (135/85),15 Db G2O (50/35),"10 Step Ups (50/35)(24"")",7 Overhead Squat (135/95),1 | 2 | 3 | 4 |....10 | 11 | 12,,6 Db Squats (50's/35's),8 Wall Balls (30/20),20 Archer Push Ups,5 Thrusters (135/85),5 Db Sh Press (50's/35's),,10 Bent Over Rows (135/85),"5 Box Jumps (30""/24"")",10 Lunges (135/85),10 Burpees,3 Thrusters (135/85),,1 Power Clean (185/125),5 Bent Over Rows (155/105)
,7 Strict TTB,max SLR,7 Shoulder Press (115/75),,7 RDL's (135/85),20 Push Ups,8 Floor Press (185/125),10 SG RDL (135/95),Pull Ups (10/5),,8 Shoulder Press (115/75),10 Lunges (155/95),30 Dubs,3 C2B Pull Ups (15/10),10 Bulgarian Split Sq (50/35),,10cal Row,7 Devils Press (40's/25's),15 GHD,10 Chest to Bar Pull Ups,4 Evil Wheels,,5 Front Squats (185/125),6 Lunges (155/105)
,5 Front Squats (185/125),,40yd Suitcase Carry (55/35),,30 Bicycles,25 Hanging Knee Raises,6 Chin Ups (15/10),30 Dubs,*Score is last minute all reps completed,,10 Tricep Extensions (50/35),20 HKR,40 Overhead Carry (55/35),,15 DB RDL's (50's/35's),,10 Toes to Bar,3 Wall Walks,20 Dubs,40yd Suitcase Carry (70/55),"5 Step Ups (24"")",,7 Strict Pull Ups,5 Floor Press (155/105)
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,3rds; for time,EMOM for 10min | max SLR,15min AMRAP,,15min AMRAP,4rds; for time,5rds; for time (12min cap),15min AMRAP,12min time cap,,5rds; for time,14min AMRAP,4rds; for time,EMOM for 10min,12min AMRAP,,4rds; for time,15min AMRAP,12min AMRAP,5rds; for time,EMOM for 10min,,5rds; for time,10min AMRAP
,10 Single Leg Sq (Assissted),5 Devils Press (25's/15's),5 Pull Ups ,,10 Lunges (95/65),15 Db G2O (40/25),"10 Step Ups (40/25)(20"")",7 Overhead Squat (95/65),1 | 2 | 3 | 4 |....10 | 11 | 12,,6 Db Squats (40's/25's),8 Wall Balls (20/14),20 Hand Release Push Ups,5 Thrusters (115/75),5 Db Sh Press (40's/25's),,10 Bent Over Rows (115/75),"5 Box Jumps (24""/20"")",10 Lunges (95/65),10 Burpees,3 Thrusters (115/75),,1 Power Clean (155/105),5 Bent Over Rows (155/105)
,7 Strict KTE,max SLR,7 Shoulder Press (95/65),,7 RDL's (95/65),20 Knee Push Ups,8 Floor Press (155/105),10 SG RDL (95/65),Pull Ups,,8 Shoulder Press (95/65),10 Lunges (135/85),15 Dubs,3 C2B Pull Ups,10 Bulgarian Split Sq (40/25),,10cal Row,7 Devils Press (25's/15's),10 Glute Bridge Walkouts,10 Pull Ups,4 Evil Wheels,,5 Front Squats (155/105),6 Lunges (155/105)
,5 Front Squats (135/95),,40yd Suitcase Carry (40/25),,30 Bicycles,25 Hanging Knee Raises,6 Chin Ups,15 Dubs,*Score is last minute all reps completed,,10 Tricep Extensions (40/25),20 HKR,40 Overhead Carry (40/25),,15 DB RDL's (40's/25's),,10 Knees to Elbow,3 Modified Wall Walks,10/20 Dubs/Singles,40yd Suitcase Carry (55/35),"5 Step Ups (20"")",,7 Box Pull Ups,5 Floor Press (155/105)
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,3rds; for time,EMOM for 10min | max SLR,15min AMRAP,,15min AMRAP,4rds; for time,5rds; for time (12min cap),15min AMRAP,12min time cap,,5rds; for time,14min AMRAP,4rds; for time,EMOM for 10min,12min AMRAP,,4rds; for time,15min AMRAP,12min AMRAP,5rds; for time,EMOM for 10min,,5rds; for time,10min AMRAP
,10 Single Leg Sq (to box),5 Devils Press (15's/10's),5 Box Pull Ups,,10 Lunges (40/25),15 Db G2O (25/15),10 Step Ups (bw)(AHiAP),7 Overhead Squat (25/15),1 | 2 | 3 | 4 |....10 | 11 | 12,,6 Db Squats (25's/15's),8 Wall Ball Thrusters (20/14),20 Knee Push Ups,5 Db Thrusters (40's/25's),5 Db Sh Press (25's/15's),,10 Bent Over Rows (95/65),5 Box Jumps (AHiAP),10 Lunges (40/25),10 Burpees (no push up),3 Db Thrusters (40's/25's),,1 Db Power Clean (40's/25's),5 Bent Over Rows (155/105)
,7 Strict HKR,max SLR,7 Shoulder Press (75/45),,7 RDL's (40/25),20 Incline Push Ups,8 Floor Press (95/65),10 SG RDL (75/45),Box Pull Ups,,8 Shoulder Press (75/45),10 Lunges (40/25),30 Singles,3 Box Pull Ups,10 Split Sq (25/15),,10cal Row,7 Devils Press (15's/10's),15 Glute Bridge Walkouts,10 Pull Ups on box,4 Plank Walkouts,,5 Db Squats (40's/25's),6 Lunges (155/105)
,5 Zombie Squats (45/35),,40yd Suitcase Carry (25/15),,30 Bicycles (legs only),25 Tuck Ups,6 Ring Curls,30 Singles,*Score is last minute all reps completed,,10 Tricep Extensions (25/15),20 Tuck Ups,40 Overhead Carry (25/15),,15 DB RDL's (25's/15's),,10 Hanging Knee Raises,5 Inch Worms,40 Singles,40yd Suitcase Carry (40/25),5 Step Ups (AHighAP),,7 Box Pull Ups,5 Floor Press (155/105)
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,3rds; for time,EMOM for 10min | max SLR,15min AMRAP,,15min AMRAP,4rds; for time,5rds; for time (12min cap),15min AMRAP,12min time cap,,5rds; for time,14min AMRAP,4rds; for time,EMOM for 10min,12min AMRAP,,4rds; for time,15min AMRAP,12min AMRAP,6rds; for time,EMOM for 10min,,5rds; for time,10min AMRAP
,10 Single Leg Squats,7 Burpees,5 Pull Ups,,10 Lunges (AHvyAP),15 Db G2O (AHvyAP),10 Step Ups (AHvyAP)(AHiAP),10 Overhead Squat (pvc),1 | 2 | 3 | 4 |....10 | 11 | 12,,6 Squats (AHvyAP),8 Jumping Lunges,20 Push Ups,6 Step Ups (AHiAP),5 Down Dog HSPU,,10 Pull Ups,5 Box Jumps (AHiAP),10 Lunges (holding kid or backpack),10 Burpees,3 Burpees,,5 Jump Squats (AHiAP),5 Chin Ups
,7 Strict TTB,max SLR,7 Shoulder Press (AHvyAP),,7 RDL's (AHvyAP),20 Push Ups,8 Push Ups,15 Good Mornings,Pull Ups,,8 Down Dog HSPU,14 Lunges,30 Dubs,3 Pull Ups,10 Bulgarian Split Sq (AHvyAP),,1min Jumping Jacks,7 Burpees,8 Glute Bridge Walkouts,10 Wall Shoulder Press,4 Plank Walkouts,,10 Bodyweight Squats,12 Lunges
,5 1-arm Goblet Sq (AHvyAP),,40yd Suitcase Carry (AHvyAP),,30 Bicycles,25 Hanging Knee Raises,6 Chin Ups,30 Dubs,*Score is last minute all reps completed,,10 Narrow Push Ups,20 HKR,40 Overhead Carry (AHvyAP),,15 Single Leg RDL's,,15 V-Ups,3 Wall Walks,20 Dubs,:45ea Side Planks,5 Step Ups (AHiAP),,7 Strict Pull Ups,5 Push Ups
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,50 Banded Side Steps,30 Svend Press,30 Rev Flys,,3min Abs,30 Bi's and Tri's,30 Svend Press,3min Banded Side Steps,5min Abs,,30 Bicep Curls,30 GHD's,2min Samson,50 Rev Flys,5min Abs,,3min Arm Circles,30 Bi's and Tri's ,50 Banded Side Steps,40 Lateral Flys (5's/2.5's),30 GHD,,30 Banded Kickbacks (ea),2min Across The Body Stretch
,,,,,,,,,,,,,,,,,,,,,,,,
,3rds; for time,EMOM for 10min | max SLR,15min AMRAP,#VALUE!,15min AMRAP,4rds; for time,5rds; for time (12min cap),15min AMRAP,12min time cap,#VALUE!,5rds; for time,14min AMRAP,4rds; for time,EMOM for 10min,12min AMRAP,#VALUE!,4rds; for time,15min AMRAP,12min AMRAP,6rds; for time,EMOM for 10min,#VALUE!,5rds; for time,10min AMRAP
