WEEK,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH
,20 Lunges (25/15),7 Frontal Raise (15's/10's),20 Bulgarian Split Squats,Act- Serratus Ant. Act and Glute Bridges (varying angles),6 Floor Press (165/95),"20 Step Ups (20"")",20 Banded Side Steps,Max Strict Chin Ups (15/5),12 Db Lunge (50/35),Stretch- Karate chop | QL Sm. | Samson St. | Quad Sm. (Lax),5 Wall Walks,12 Jump Squats,12 Front Rack Lunges (135/85),Odd: 10 Burpees ,14 Front Squats (115/75),Stretch- Pec Sm. | Rear Delt Sm. | Trap Sm. | Scap Sm. | Lat Sm. | T-Spine on Box,5 Evil Wheels,50yd Walking Lunges,10 One-arm Kb Squats (70/35),1st min: Db Floor Presses (50's/35's),Rd 1: 15 @ 115/75,Stretch- Foot Sm. | Elevated Ankle Mobility | Calf Sm. | Knee Gap | Quad Sm. (Lax) | IT Band Sm. | Side Hip Sm. | Glute Sm.,10 Bent Over Rows (135/85),If you set the bar down | complete:
,10 Squats (25/15),7 Lateral Raise (15's/10's),40 DB Farmers Carry (25's/15's | over the top),Int- RDL's,,30 Squats (40/25),:30 Hollow Hold (15/10),Min 2:,10 Glute Bridge Walkout,Act- Glute Bridge | Glute Bridge March | Tree pose sidekicks,:30 Rev Plank,1min Glute Bridge,14 Toes To Bar,,40 Dubs,Act- Iso IYT's | Batwings,,10 Ring Dips,20 Alt V-Ups,2nd min: Db Sh Press (50's/35's),Rd 2: 10 @ 135/85,Act- Squat Sit Iso,15 Bar over burpees,30 Dubs
,,7 Rev Fly (15's/10's),,,,40 Push ups,,6 Db Shoulder Press (50's/35's),,Int- Side Plank - Plank - Side Plank,,--50 Dubs--,,,,Int- Bent Over Shoulder Press,,3 Bar Muscle Ups,30 Dubs,3rd min: Pull Ups,Rd 3: 5 @ 155/95,Int- Squats,:30 Ring Dip Support,15 Pull Ups
,,7ea Side Plank Raises,,,,50 V-Ups,,10 Straight Leg Raises,,,,5rds of: ,,,,,,,,,Rd 4: max reps @ 165/105,,,
,,,,,,60 Dips,,,,,,15 Burpees,,,,,,,,,,,,*Pick weight up off the ground
,,,,,,,,*Repeat this cycle until you reach a total of 80 chin ups,,,,1min Deadhang (overhand),,,,,,,,,1min rest,,,
,,,,,,,,,,,,--50 Dubs--,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,500m Row for time,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,15min AMRAP,14min AMRAP,5rds; for time,Superficial Back Line ,12min AMRAP,20min AMRAP,8rds; for time,EMOM,12min AMRAP,How to fix your low back,5rds; for time,for time,5rds; for time,Emom for 16min,15min Amrap,How to increase Shoulder Mobility,14min AMRAP,3rds for time,15min Amrap,Emom for 21min,5min time cap,Squat Fix (Ground Up),4rds for time,for time
,2.5-5-2.5,7 Push Press (135/85),15 Kb Swings (55/35),Stretch- Foot sm | calf sm. | Ham St. | Glute Sm. QL Sm. | Scap Sm. | Neck Rolls,3 Pull Ups,10 Clean to Press (95/65),12 Apollo Ohno's,Min 1:,10yd Broad Jumps,Litmus- Iso RDL,7 Pull Ups (bw/band),5rds of:,10 Kb Swings (55/35),Even: 8 Push Press (135/95),7 Muscle Cleans (95//65),Litmus- Prone Overhead Screen,10 Floor Press (135/85),100yd Farmers Carry (40's/25's),"5 Box Jumps (30""/24"")",for max reps,Ground to Overhead ladder,Litmus- Squat sit,5 Clusters (115/75),60 Back Squats (50%)
,20 Lunges,7 Frontal Raise (10's/5's),20 Bulgarian Split Squats,Act- Serratus Ant. Act and Glute Bridges (varying angles),6 Floor Press (135/85),"20 Step Ups (20"")",20 Banded Side Steps,Max Chin Ups (bw/band),12 Db Lunge (40/25),Stretch- Karate chop | QL Sm. | Samson St. | Quad Sm. (Lax),5 Scaled Wall Walks,12 Jump Squats,12 Front Rack Lunges (115/75),Odd: 10 Burpees ,14 Front Squats (95/65),Stretch- Pec Sm. | Rear Delt Sm. | Trap Sm. | Scap Sm. | Lat Sm. | T-Spine on Box,5 Evil Wheels,50yd Walking Lunges,10 One-arm Kb Squats (55/35),1st min: Db Floor Presses (40's/25's),Rd 1: 15 @ 95/65,Stretch- Foot Sm. | Elevated Ankle Mobility | Calf Sm. | Knee Gap | Quad Sm. (Lax) | IT Band Sm. | Side Hip Sm. | Glute Sm.,10 Bent Over Rows (115/75),If you set the bar down | complete:
,10 Squats,7 Lateral Raise (10's/5's),40 Farmers Carry (25's/15's | plates),Int- RDL's,,30 Squats,:30 Hollow Hold,Min 2:,10 Glute Bridge Walkout,Act- Glute Bridge | Glute Bridge March | Tree pose sidekicks,:30 Rev Plank,1min Glute Bridge,14 Knees to Elbows,,40 Dubs,Act- Iso IYT's | Batwings,,10 Ring Dips,20 Alt V-Ups,2nd min: Db Sh Press (40's/25's),Rd 2: 10 @ 115/85,Act- Squat Sit Iso,15 Bar over burpees,30 Dubs
,,7 Rev Fly (10's/5's),,,,40 Push ups,,6 Db Shoulder Press (40's/25's),,Int- Side Plank - Plank - Side Plank,,--50 Dubs--,,,,Int- Bent Over Shoulder Press,,3 Chest to Bar Pull Ups,30 Dubs,3rd min: Ring Rows,Rd 3: 5 @ 135/95,Int- Squats,:30 Dip Support,15 Pull Ups
,,7ea Side Plank Raises,,,,50 Tuck Ups,,10 Straight Leg Raises,,,,5rds of: ,,,,,,,,,Rd 4: max reps @ 155/105,,,
,,,,,,60 Dips,,,,,,15 Burpees,,,,,,,,,,,,
,,,,,,,,*Repeat this cycle until you reach a total of 80 chin ups,,,,1min Deadhang (any grip),,,,,,,,,1min rest,,,
,,,,,,,,,,,,--50 Dubs--,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,500m Row for time,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,15min AMRAP,14min AMRAP,5rds; for time,Superficial Back Line ,12min AMRAP,20min AMRAP,8rds; for time,EMOM,12min AMRAP,How to fix your low back,5rds; for time,for time,5rds; for time,Emom for 16min,15min Amrap,How to increase Shoulder Mobility,14min AMRAP,3rds for time,15min Amrap,Emom for 21min,5min time cap,Squat Fix (Ground Up),4rds for time,for time
,2.5-5-2.5,7 Push Press (75/45),15 Db RDL (40/25),Stretch- Foot sm | calf sm. | Ham St. | Glute Sm. QL Sm. | Scap Sm. | Neck Rolls,3 Banded Pull Ups,10 Clean to Press (75/45),12 Apollo Ohno's,Min 1:,5 Squat Hops,Litmus- Iso RDL,7 Ring Rows (ALowAP),5rds of:,10 DB RDL (40/25),Even: 8 Push Press (95/65),7 Db Cleans (40's/25's),Litmus- Prone Overhead Screen,10 Floor Press (95/65),100yd Farmers Carry (25's/15's),5 Plate Jumps (AHiAP),for max reps,Ground to Overhead ladder,Litmus- Squat sit,5 Clusters (75/45),60 Back Squats (95/65)
,20 Split Squat,7 Frontal Raise (5's/2.5's),20 Bulgarian Split Squats,Act- Serratus Ant. Act and Glute Bridges (varying angles),6 Floor Press (95/65),"20 Step Ups (20"")",20 Banded Side Steps,Max Ring Chin Ups,12 Db Split Squat (15/10),Stretch- Karate chop | QL Sm. | Samson St. | Quad Sm. (Lax),5 Scaled Wall Walks,12 Jump Half Squats,12 Db Front Rack Lunges (40's/25's),Odd: 10 Burpee No Push Up,14 Front Squats (75/45),Stretch- Pec Sm. | Rear Delt Sm. | Trap Sm. | Scap Sm. | Lat Sm. | T-Spine on Box,5 Plank Walkouts,50yd Walking Lunges,10 One-arm Kb Squats (35/15),1st min: Db Floor Presses (25's/15's),Rd 1: 15 @ 75/45,Stretch- Foot Sm. | Elevated Ankle Mobility | Calf Sm. | Knee Gap | Quad Sm. (Lax) | IT Band Sm. | Side Hip Sm. | Glute Sm.,10 Bent Over Rows (75/45),If you set the bar down | complete:
,10 Box Squats,7 Lateral Raise (5's/2.5's),40 Farmers Carry (15's/10's | plates),Int- RDL's,,30 Squats to box,:30 Bent Knee Hollow Hold,Min 2:,:30 Glute Bridge,Act- Glute Bridge | Glute Bridge March | Tree pose sidekicks,:30 Table top,1min Glute Bridge,14 Hanging Knee Raises,,80 Singles,Act- Iso IYT's | Batwings,,10 Box Dips (assisted) ,20 Opp Hand to Foot,2nd min: Db Sh Press (25's/15's),Rd 2: 10 @ 85/55,Act- Squat Sit Iso,15 Burpee (no push up),60 Singles
,,7 Rev Fly (5's/2.5's),,,,40 Incline Push ups,,6 Db Shoulder Press (25's/15's),,Int- Side Plank - Plank - Side Plank,,--100 Singles--,,,,Int- Bent Over Shoulder Press,,3 Pull Up (bw/band),60 Singles,3rd min: Ring Rows,Rd 3: 5 @ 95/65,Int- Squats,:30 Dip Support (toe assist),15 Ring rows
,,7ea Side Plank Raises,,,,50 Alternating Tuck Ups,,10 Hip Hikes,,,,5rds of: ,,,,,,,,,Rd 4: max reps @ 105/75,,,
,,,,,,3min Dip Support,,,,,,15 Burpee (no push up),,,,,,,,,,,,
,,,,,,,,*Repeat this cycle until you reach a total of 80 chin ups,,,,1min Deadhang (any grip | toe support),,,,,,,,,1min rest,,,
,,,,,,,,,,,,--100 Singles--,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,500m Row for time,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,3min Glute Bridge,3min Bicycles,20 GHD's,,30 Bi's and Tri's,5x Sled Push (increase weight ea rd),2min Wall Sit,3min Arm Circles,3min Max Dubs,,7 Eccentric Pull Ups,40 Bi's and Tri's,2min Superhero St (ea),3min Planks,3min Glute Bridges,,60 IYT's,40 Bi's and tri's,2min Pigeon St (ea),2min Scorpion St (ea),2min Karate Chop (ea),,2min Squat Sit,3x max Bi's and Tri's
,,,,,,,,,,,,,,,,,,,,,,,,
,3 rounds; for time,15min AMRAP,EMOM for 10min ,#VALUE!,15min AMRAP,"""Bodyweight Fran""",3rds; for time,15min AMRAP,3rds,#VALUE!,3rds; for time,EMOM for 10min,3rds; for time,EMOM for 12min,3rds; for time,#VALUE!,3rds; for time,15min AMRAP,3rds; for time,15min AMRAP,3rds; for time,#VALUE!,3rds; for time,15min AMRAP
