WEEK,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH
,10ea Banded Row (thick),5 Sott's Press (65/45),15yd Monster Walks (X-Hvy),Stretch- Calf Sm (aggressive) | Kneeling Stretch | Foot Smash,40yd Suitcase Carry (50/35),"3 Burpee Box Jump Over (24"")",30 Dubs,1:00 Max Pull Ups (wide) ,5 Dragon Flags,Stretch- Forearm Smashes | Wrist Stretches | Scap Smash | Overhead St |,50 Squats (AHvyAP),10 Shoulder Press (115/75),10ea Split Squats (w/ lat distraction)(thick band),40yd Farmers Carry (50's/35's),5 Burpees at the top of every min | then...,Stretch- Couch | Cat-Cows | Trap Sm | Scorpion St ,:30 Deadhangs (overhand),8 Front Squats (50% Max),40 Banded Side Steps (XHvy),3-3-3-2-2-2-1-1-1,8 Db G2O (50/35),Stretch- Foot Sm. | Bone Saw | Knee Gap | Quad Sm | Glute Sm. | Lat Sm | Upper Back Sm. ,Ground to Overhead ladder,5 Front squats (205/145) 
,10ea Banded Split Squats (thick),40yd Serratus ant Carry (25/15),5ea Hip Airplanes,Act- Calf Raises | Heel Walks | Marbles,15/10ea Kb Sh Press (35/25),6 HSPU,"10 Step Ups (24"")(40/25)",10ea Single Leg RDL (55/35) ,30 Side Steps (XHvy),Act- Farmers Hold (Large soup) | Prone IYT's | Wrist Ext/Flex/Ab/Ad,40 Sit Ups,10 Muscle Clean (95/65),:30 Ring Dip Support,5 Db Shoulder Press (50's/35's),,Act- Wall slides | Rev Flys | Scap Push Ups,10 Double Swings (40's/25's),5 Strict Pull Ups (25/5),10 Banded squats (XHvy),,7ea Banded Rows (w/ rotation)(thick),Act- Iso Short Foot | Prone Hip Ext. | Hollow Hold | Superman,Rd 1: 15 @ 115/75,5 Deficit HSPU
,:30 Banded Hollow Hold (thick),10 Chin Ups,"5ea Heel Touches (17"")",Int- Squats,16 Db G2O (50/35),9 Chest to Bar Pull Up,10 Banded Push Ups (thick),Rest 2:00min b/n ea set,10 Cossack Squats (55/35),Int- Perfect Push Ups,30 Lunges (AHvyAP),5 Chest to Bar Pull Ups,,,Max Front Rack Lunges (135/95),Int- Split Squats,,3 Power Clean (Same as Fr Sq),15 TTB,,:20 Rev Planks,Int- Donkey Squats,Rd 2: 10 @ 135/85,
,,,30 Dubs,"Litmus- 5"" Ankle Test",,(1-3-6),,,,Litmus- Rotating Hammer,20 Burpees,5 TTB,,,,Litmus- Sit Up Straight (for time),,,,,,Litmus- Squats,Rd 3: 5 @ 155/95,
,,,,,,,,,,,10 Push Ups,,,,,,,,,,,,Rd 4: max reps @ 165/105,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1min rest,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,500m Row for time,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,15min AMRAP,6rds; for time,6rds; for time,"Litmus- 5"" Ankle test",15min AMRAP,EMOM for 10min,15min AMRAP,5rds; for max reps ,5rds; for time,Litmus- Rotating Hammer,3 rounds; for time,3 rounds; for time,5rds; for time,EMOM For 15min,EMOM for 12min,Litmus- Sit Up Straight (for time),15min AMRAP,9min AMRAP,5rds; for time,Bench,12min AMRAP,Litmus- Squats,5min time cap,10rds; for time 
,10ea Banded Row (med),5 Sott's Press (45/35),15yd Monster Walks (med-hvy),Stretch- Calf Sm (aggressive) | Kneeling Stretch | Foot Smash,40yd Suitcase Carry (40/25),"3 Burpee Box Jump Over (20"")",30 Dubs,1:00 Max Assisted Pull Ups (wide) ,10 Evil Wheels,Stretch- Forearm Smashes | Wrist Stretches | Scap Smash | Overhead St |,50 Squats,10 Shoulder Press (95/65),10ea Split Squats (w/ lat distraction)(med band),40yd Farmers Carry (40's/25's),5 Burpees at the top of every min | then...,Stretch- Couch | Cat-Cows | Trap Sm | Scorpion St ,:30 Deadhangs,8 Front Squats (135/85),40 Banded Side Steps (Med-Hvy),3-3-3-2-2-2-1-1-1,8 Db G2O (40/25),Stretch- Foot Sm. | Bone Saw | Knee Gap | Quad Sm | Glute Sm. | Lat Sm | Upper Back Sm. ,Ground to Overhead ladder,5 Front squats (185/125) 
,10ea Banded Split Squats (med),40yd Serratus ant Carry (25/15),5ea Hip Airplanes,Act- Calf Raises | Heel Walks | Marbles,15/10ea Kb Sh Press (15/10),6 HSPU,"10 Step Ups (20"")(25/15)",10ea Single Leg RDL (40/25) ,30 Side Steps (Med-Hvy),Act- Farmers Hold (Large soup) | Prone IYT's | Wrist Ext/Flex/Ab/Ad,40 Sit Ups,10 Kb Swings (70/55),:30 Dip Support,5 Db Shoulder Press (40's/25's),,Act- Wall slides | Rev Flys | Scap Push Ups,10 Kb Swings (70/55),5 Strict Pull Ups,10 Banded squats (Med-Hvy),,7ea Banded Rows (w/ rotation)(med),Act- Iso Short Foot | Prone Hip Ext. | Hollow Hold | Superman,Rd 1: 15 @ 95/65,5 HSPU
,:30 Banded Hollow Hold (med),10 Chin Ups,"5ea Heel Touches (9"")",Int- Squats,16 Db G2O (40/25),9 Pull Up,10 Banded Push Ups (med),Rest 2:00min b/n ea set,10 Cossack Squats (40/25),Int- Perfect Push Ups,30 Lunges,5 Pull Ups,,,Max Front Rack Lunges (115/85),Int- Split Squats,,3 Power Clean (135/85),15 KTE,,:20 Rev Planks,Int- Donkey Squats,Rd 2: 10 @ 115/85,
,,,30 Dubs,"Litmus- 5"" Ankle Test",,(1-3-6),,,,Litmus- Rotating Hammer,20 Burpees,5 KTE,,,,Litmus- Sit Up Straight (for time),,,,,,Litmus- Squats,Rd 3: 5 @ 135/95,
,,,,,,,,,,,10 Push Ups,,,,,,,,,,,,Rd 4: max reps @ 155/105,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1min rest,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,500m Row for time,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,15min AMRAP,6rds; for time,6rds; for time,"Litmus- 5"" Ankle test",15min AMRAP,EMOM for 10min,15min AMRAP,5rds; for max reps ,5rds; for time,Litmus- Rotating Hammer,3 rounds; for time,3 rounds; for time,5rds; for time,EMOM For 15min,EMOM for 12min,Litmus- Sit Up Straight (for time),15min AMRAP,9min AMRAP,5rds; for time,Bench,12min AMRAP,Litmus- Squats,5min time cap,10rds; for time 
,10ea Banded Row (thin),5 Sott's Press (pvc),15yd Monster Walks (x-light - light),Stretch- Calf Sm (aggressive) | Kneeling Stretch | Foot Smash,40yd Suitcase Carry (40/25),"3 Burpee (no push up) Box Step Over (20"")",60 Singles,1:00 Max Ring Rows,10 Plank Walkouts,Stretch- Forearm Smashes | Wrist Stretches | Scap Smash | Overhead St |,50 Squats to Box,10 Shoulder Press (75/45),10ea Split Squats (w/ lat distraction)(thin band),40yd Farmers Carry (25's/15's),5 Burpees (no push up) at the top of every min | then...,Stretch- Couch | Cat-Cows | Trap Sm | Scorpion St ,:20 Deadhangs (any grip),8 Front Squats (95/65),40 Banded Side Steps (XLt-Lt),3-3-3-2-2-2-1-1-1,8 Db G2O (25/15),Stretch- Foot Sm. | Bone Saw | Knee Gap | Quad Sm | Glute Sm. | Lat Sm | Upper Back Sm. ,Ground to Overhead ladder,5 Front squats (135/85) 
,10ea Banded Split Squats (thin),40yd Serratus ant Carry (25/15),5ea Single Leg RDL,Act- Calf Raises | Heel Walks | Marbles,15/10ea Kb Sh Press (25/15),6 Down Dog HSPU,"10 Step Ups (20"")(bw)",10ea Single Leg RDL (bw) ,30 Side Steps (XLt-Lt),Act- Farmers Hold (Large soup) | Prone IYT's | Wrist Ext/Flex/Ab/Ad,40 Crunches,10 Kb Swings (55/35),:30 Ring Dip Support (toe assist),5 Db Shoulder Press (25's/15's),,Act- Wall slides | Rev Flys | Scap Push Ups,10 Kb Swings (55/35),5 Box Pull Ups,10 Banded squats (XLt-Lt),,7ea Banded Rows (w/ rotation)(thin),Act- Iso Short Foot | Prone Hip Ext. | Hollow Hold | Superman,Rd 1: 15 @ 75/45,5 Down Dog HSPU
,:30 Banded Hollow Hold (thin),10 Box Chin Ups,"5ea Heel Touches (3"")",Int- Squats,16 Db G2O (25/15),:10 Deadhang,10 Banded Push Ups (thin),Rest 2:00min b/n ea set,10 Sumo Squats (bw),Int- Perfect Push Ups,30 Split Squat,5 Box Pull Ups,,,Max Front Rack Lunges (95/65),Int- Split Squats,,3 Muscle Clean (95/65),15 HKR,,:20 Table top,Int- Donkey Squats,Rd 2: 10 @ 85/55,
,,,60 Singles,"Litmus- 5"" Ankle Test",,(1-3-6),,,,Litmus- Rotating Hammer,20 Burpees (no push up),5 HKR,,,,Litmus- Sit Up Straight (for time),,,,,,Litmus- Squats,Rd 3: 5 @ 95/65,
,,,,,,,,,,,10 Incline Push Ups,,,,,,,,,,,,Rd 4: max reps @ 105/75,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1min rest,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,500m Row for time,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,2min Pigeon St,40 Rev Flys,30 GHD's,,30ea Tri's and Bi's,2min Scorpion St,2min Samson St,2min Karate Chop,2min Pigeon St,,2min Frog Sit,2min Scorpion St,2min Superhero St,2min Overhead St,2min Couch,,2min Pigeon St,2min Ring Across Body St,2min Samson St,2min Scorpion St,2min Pigeon,,2min Overhead St,2min Stretch
,,,,,,,,,,,,,,,,,,,,,,,,
,EMOM for 12min; for max abs,4rds; for time,15min AMRAP,#VALUE!,EMOM for 10min ,2rds (15min cap) | Partner | YGIG,15min AMRAP,21-15-9; for time,10min | for total max reps,#VALUE!,10min | for total max reps,10min AMRAP | Partner,20min AMRAP,15min AMRAP,7rds; for time,#VALUE!,3rds; for time,#REF!,#REF!,for time,5rds; for max reps,#VALUE!,10min AMRAP,#VALUE!
