WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
,40 Lunges (55's/35's),8 Chest to Bar Pull Ups,"10 Step Ups (24"")(40's/25's)",,DB Shoulder Press (50's/35's),27-21-15-9,12 Kb Swings (70/55),Min 0-3: Floor Press (155/95),8 Front Squats (155/95),,for max reps,20yd Sled Push (165/110),12 Cossack Squats (40/25),Farmers Carry (25's/15's) (q10yd),20 Wall Balls (30/20),,12 Lunges (135/85),8 Tire Flips,20 Seated Pike Ups,complete every 2min,:30 Ring Dip Support,,:20 Free Standing Handstand Hold,800m Run
,:30 Kneading Planks,15 Rev Flys (15's/10's),10 Bent Over Rows (135/85),,Bench (185/125),Thrusters (95/65),18 Push Press (50's/35's),Min 3-6:Toes to Bar,9 Strict Chest to Bar Pull Ups,,1-arm Overhead Carry (55/35)(q5yd),15 Db G2O (50/35),5 Dragon Flags,Db Sh Press RT (50/35),20 Side plank raises RT,,15 Russian Push Ups,15 Db Thrusters (40's/25's),16 Bulagarian Split Squats (25/15),100 Dubs,40yd Sprints,,30 Single Leg Hip Raise (55/35),30 Kb Swings (70/55)
,15ea Single Leg Hip Raise (55/35),10 Ring Dips,10 Hamstring Curls (black band),,,Row (cal),24 Dubs,Min 6-9: Ring Dips,10 Reverse Flys (15's/10's),,Reverse Planks (q10s),10 Handstand Push Ups,12 Narrow Squats (40/25),Chin Ups (25/15),20 Hamstring Curls (black band),,,30 Sit Ups,14 Ham Slideouts,max Db Sh Press (50's/35's)*,1min Rest,,15 Lateral Flys (15's/10's),30 Pull Ups
,15 Crunches,15ea Lateral CrossOvers (45/35),10 V-Ups,,,,,,,,Pistol Squats,,15 V-Ups,Db Sh Press LT (50/35),20 Side Plank raises LT,,,,,*against sq rack,,,,
,40yd Side Steps,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,5 rounds; for time,15min AMRAP,4 rounds; for time,Why you feel the same nagging pain in the same spots.,EoMOM for max reps for 16min,CF Open 15.5,4 rounds; for time,2 rounds; for max reps,5 rounds; for time,The 3 most imp muscle groups and how to use them,EMOM for 21min; ,6rds; for time,6 rounds; for time,EMOM for 16min; max reps,3 rounds; for time,,20min AMRAP,5 rounds; for time,5 rounds; for time,4 rounds;,10 rounds; for time,,20min AMRAP,5 rounds; for time
,40 Lunges (40's/25's),8 Pull Ups,"10 Step Ups (20"")(25's/15's)",,DB Shoulder Press (40's/25's),for time,12 Kb Swings (55/35),Min 0-3: Floor Press (135/85),8 Front Squats (135/85),,for max reps,20yd Sled Push (110/55),12 Cossack Squats (25/15),Farmers Carry (25's/15's) (q10yd),20 Wall Balls (20/14),,12 Lunges (95/65),8 Tire Flips,20 Seated Pike Ups,complete every 2min,:30 Dip Support,,:30 Handstand Hold,800m Run
,:30 Kneading Planks,15 Rev Flys (10's/5's),10 Bent Over Rows (115/75),,Bench (135/85),27-21-15-9,18 Push Press (40's/25's),Min 3-6: Knees to Elbows,9 Strict Pull Ups,,1-arm Overhead Carry (40/25)(q5yd),15 Db G2O (40/25),5 Ecc. Dragon Flags,Db Sh Press RT (40/25),20 Side plank raises RT,,15 Push Ups,15 Db Thrusters (40's/25's),16 Bulagarian Split Squats,100 Dubs,40yd Sprints,,30 Single Leg Hip Raise (40/25),30 Kb Swings (70/55)
,15ea Single Leg Hip Raise (40/25),10 Push Ups,10 Hamstring Curls,,,Thrusters (95/65),24 Dubs,Min 6-9: Push Ups,10 Reverse Flys (10's/5's),,Reverse Planks (q10s),10 Pike Push Ups,12 Narrow Squats (25/15),Chin Ups,20 Hamstring Curls,,,30 Sit Ups,14 Ham Walkouts,max Db Sh Press (40's/25's)*,1min Rest,,15 Lateral Flys (10's/5's),30 Pull Ups
,15 Crunches,15ea Lateral CrossOvers (45/35),10 V-Ups,,,Row (cal),,,,,Pistol Squats (to box below parr),,15 Tuck Ups,Db Sh Press LT (40/25),20 Side Plank raises LT,,,,,*against sq rack,,,,
,40yd Side Steps,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,5 rounds; for time,15min AMRAP,4 rounds; for time,Why you feel the same nagging pain in the same spots.,EoMOM for max reps for 16min,CF Open 15.5,4 rounds; for time,2 rounds; for max reps,5 rounds; for time,The 3 most imp muscle groups and how to use them,EMOM for 21min; ,6rds; for time,6 rounds; for time,EMOM for 16min; max reps,3 rounds; for time,,20min AMRAP,5 rounds; for time,5 rounds; for time,4 rounds;,10 rounds; for time,,20min AMRAP,5 rounds; for time
,40 Lunges (bw),8 Ring Rows,10 Step Ups (AHiAP)(bw),,DB Shoulder Press (25's/15's),for time,12 Kb RDL (55/35),Min 0-3: Floor Press (95/65),8 Front Squats (95/65),,for max reps,20yd Sled Push (55),12 Cossack Squats (bw),Farmers Carry (25's/15's) (q10yd),20 Wall Ball Thrusters (20/14),,12 Lunges (75/45),8 Tire Flips,20 Seated Pike Ups,complete every 2min,:30 Dip Support (toe assist),,:30 Crow Pose,400m Run
,:30 Kneading Planks,15 Rev Flys (bw),10 Bent Over Rows (75/45),,Bench (95/65),27-21-15-9,18 Push Press (25's/15's),Min 3-6: Hanging Knee Raises,9 Ring Rows (low),,1-arm Overhead Carry (25/15)(q5yd),15 Db G2O (25/15),5 Straight Leg Raises,Db Sh Press RT (25/15),20 Side plank raises (on knees) RT,,15 Incline Push Ups,15 Db Thrusters (25's/15's),16 Split Squats,200 Singles,100m Row sprint,,30 Single Leg Glute Bridge,15 Kb Swings (55/35)
,15ea Single Leg Hip Raise (bw),10 Incline Push Ups,10 Hamstring Curls,,,Thrusters (75/45),72 Singles,Min 6-9: Incline Push Ups,10 Reverse Flys (10's/5's),,Table top (q10s),10 Pike Walkouts,12 Narrow Squats (bw),Ring Row Curls,20 Hamstring Curls,,,30 Crunches,1min Glute Bridge,max Db Sh Press (25's/15's)*,1min Rest,,15 Lateral Flys (5's/2.5's),15 Pull Ups
,15 Crunches,15ea Lateral CrossOvers (45/35),10 Sit Ups,,,Row (cal),,,,,Pistol Squats (to box),,15 Sit Ups,Db Sh Press LT (25/15),20 Side Plank raises (on knees) LT,,,,,*against sq rack,,,,
,40yd Side Steps,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,2min Couch (ea),2min Scorpion Stretch (ea),2min Elevated Superhero (ea),,2min OH Stretch,Bi's and Tri's Pyramid (3),2min Superhero St (ea),2min Scorpion St (ea),2min World's Greatest (ea),,3x burn out Bi's and Tri's,10min Stretch,50 RDL's,50 Wrist Ext/Flex/Abd (ea),2min Superhero St (ea),,2min Samson St (ea),3x Burn Out Bi's and Tri's,2min Pigeon St (ea),2min Calf Stretch (ea),2min Samson St (ea),,2min Scorpion St (ea),10min Stretch
